"11.","Jeanette Molnar","https://athletes.aidainternational.org/Profile-f843c57b-5017-469b-ba4b-0cd099a31dcd","(Sweden)","199.7","56.2","63.5","40.5","39.5","-","-","-","-"
"12.","Romano Molinari","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-00000000024f","(Netherlands)","199.5","58","53","-","39.5","25","-","-","24"
"13.","Xin Chen","https://athletes.aidainternational.org/Profile-4f5a01c5-7041-4668-ba17-7d9c0c680b13","(China)","199.4","55.4","53.5","55","35.5","-","-","-","-"
"14.","Alison Crawford","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000e8f","(United Kingdom)","199.4","52.4","55","-","-","52","-","-","40"
"15.","Adam Fizil","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000006f0","(Hungary)","199.3","49.8","79.5","-","70","-","-","-","-"
"16.","Vitaliy Borodin","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000001165","(Russian Federation)","199.2","48.2","52.5","-","31.5","40","-","27","-"
"17.","Ute Gessmann","https://athletes.aidainternational.org/Profile-f70f2dd6-950f-4310-8446-b413b702b392","(Germany)","199.2","58.2","39","-","-","36","-","21","45"
"18.","Sagi Kabra","https://athletes.aidainternational.org/Profile-92a88bae-fa03-481b-ab90-4859307099f2","(Israel)","199","32","52","-","40","40","-","-","35"
"19.","Aleksandr Jovanovic","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000004b5","(Serbia)","199","67","65.5","-","30.5","-","-","36","-"
"20.","Wilhelm Djordjevic","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000002","(Austria)","199","5","89","-","65","40","-","-","-"
"1.","Radek Dvorak","https://athletes.aidainternational.org/Profile-96511a74-4d3d-445f-84d9-5be29e67ef61","(Czech Republic)","198.6","83.6","65","-","50","-","-","-","-"
"2.","Mati Lindqvist","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-00000000139d","(Sweden)","198.6","39.6","75","-","54","30","-","-","-"
"3.","Jurij Nesvat","https://athletes.aidainternational.org/Profile-5c977eb6-9b86-4af0-a9fe-3e5349c73c55","(Lithuania)","198.5","79","74","-","45.5","-","-","-","-"
"4.","Guillaume Fillion","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000f38","(Canada)","198.5","47","46","-","45.5","-","-","26","34"
"5.","Mario Mingo","https://athletes.aidainternational.org/Profile-5c8abe24-d4d3-4e94-97a2-c1fc1bcdb11e","(Spain)","198.4","43.4","50","-","39","21","-","-","45"
"6.","Kamil Kloch","https://athletes.aidainternational.org/Profile-b8e86250-38cb-4c6f-873d-4b83f033eb34","(Poland)","198.2","66.2","75","-","57","-","-","-","-"
"7.","Ali Al Khalifah","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-00000000184d","(Saudi Arabia)","198.2","53.2","62","-","43","-","-","-","40"
"8.","Megumi Suwa","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-00000000137b","(Japan)","198.2","66.2","50","-","32","50","-","-","-"
"9.","Andrew Ives","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000c9f","(Australia)","198.1","53.6","50.5","-","-","50","-","-","44"
"10.","Beata Grickevica","https://athletes.aidainternational.org/Profile-4d369f31-b397-40af-b450-242b86d40f28","(Latvia)","198","-","-","-","-","75","-","50","73"
"11.","Mathieu Pebeyre","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000001596","(France)","198","63","62.5","-","37.5","35","-","-","-"
"12.","Meropi Adamopoulou","https://athletes.aidainternational.org/Profile-0d061649-a3c6-44fe-9d4e-a36b35ad161a","(Greece)","198","-","75","75","-","-","48","-","-"
"13.","Thomas Moureau","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000a6f","(Belgium)","197.9","86.4","66","-","45.5","-","-","-","-"
"14.","Antonis Mimikos","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000001210","(Greece)","197.9","64.4","81.5","-","52","-","-","-","-"
"15.","Johan Isaksson","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000dcb","(Sweden)","197.9","50.4","61.5","-","59","27","-","-","-"
"16.","Alexandre  St Jean","https://athletes.aidainternational.org/Profile-3bfa9b8e-24d3-49b3-9790-73d13929bd63","(Canada)","197.8","47.8","44.5","-","37.5","33","-","-","35"
"17.","Nora Lestari","https://athletes.aidainternational.org/Profile-61abe5b7-1732-44b7-a926-dc5a618b77ba","(Indonesia)","197.6","38.6","45","-","33","27","-","23","31"
"18.","Evaggelos Vasilikos","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000822","(Greece)","197.6","49.6","54","-","-","55","-","-","39"
"19.","Tanc Sade","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000001007","(Australia)","197.5","-","109","-","88.5","-","-","-","-"
"20.","Eric Chapuis","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000029","(France)","197.5","81","56.5","-","-","60","-","-","-"
"1.","Mads Boesen","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000dda","(Denmark)","197.5","61","51","-","39.5","46","-","-","-"
"2.","Olivier Detey","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000009cf","(France)","197.3","70.8","75.5","-","51","-","-","-","-"
"3.","Bartosz Morawiec","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000386","(Poland)","197.2","73.2","70.5","-","53.5","-","-","-","-"
"4.","Veronika Szalontayova","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000a57","(Slovakia)","197.2","72.2","46","-","45","-","-","-","34"
"5.","Bartosz Plonka","https://athletes.aidainternational.org/Profile-670eb92b-99ae-4510-a0cf-bf40562708ee","(Poland)","197.2","72.2","73","-","52","-","-","-","-"
"6.","Marius Nogueras","https://athletes.aidainternational.org/Profile-e58e8735-99f8-4b78-a56e-9a941725f08b","(Spain)","197.2","65.2","77.5","-","54.5","-","-","-","-"
"7.","Martin Stam","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000000eb","(Netherlands)","197.2","49.2","57.5","-","30.5","35","-","25","-"
"8.","Tommi Pasanen","https://athletes.aidainternational.org/Profile-1ad23f6b-4590-4805-9f3f-4226d0438daa","(Finland)","197.1","66.6","-","77","53.5","-","-","-","-"
"9.","Luca Malaguti","https://athletes.aidainternational.org/Profile-46c54ca8-2ed6-446f-af77-77dfb6335c58","(Canada)","197","57","53.5","-","31.5","-","55","-","-"
"10.","Ahreum Moon","https://athletes.aidainternational.org/Profile-f27ac2be-ace3-4434-bf47-8684d623d8e1","(Republic of Korea)","197","50","-","-","-","60","45","-","42"
"11.","Carlos Correa","https://athletes.aidainternational.org/Profile-823309e3-04d1-458a-9961-9c2fe3cae8f2","(Colombia)","197","-","-","-","-","65","-","57","75"
"12.","Marina Efremova","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-00000000116a","(Russian Federation)","196.9","61.4","81.5","-","54","-","-","-","-"
"13.","Eva Froestl","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000d06","(Austria)","196.8","54.8","44.5","-","44.5","28","-","-","25"
"14.","Mika Meskanen","https://athletes.aidainternational.org/Profile-a57233f3-09e3-4d28-bd1e-98a223439f4f","(Finland)","196.7","72.2","73","-","51.5","-","-","-","-"
"15.","Luc Wieder","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000275","(Switzerland)","196.7","69.2","40","-","34.5","-","-","-","53"
"16.","Mia Rizner","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-00000000054c","(Croatia)","196.5","35","33.5","-","27","41","-","33","27"
"17.","Mark Schafer","https://athletes.aidainternational.org/Profile-de7b22e2-c014-4809-b1fc-0da7facb3ce0","(Australia)","196.4","65.4","75","-","56","-","-","-","-"
"18.","Dzianis Prudnikau","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000001691","(Belarus)","196.3","52.8","77.5","-","66","-","-","-","-"
"19.","Mattias Fredriksson","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-00000000087f","(Sweden)","196.3","72.8","70.5","-","53","-","-","-","-"
"20.","Davide Dameno","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000001064","(Italy)","196.2","78.2","70","-","48","-","-","-","-"
"1.","Masayo Yoshida","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000961","(Japan)","196.1","58.6","75.5","-","53","9","-","-","-"
"2.","Peter Ols","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-00000000022f","(Sweden)","196.1","68.6","63.5","-","-","64","-","-","-"
"3.","Javan Roberts","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-00000000077e","(United Kingdom)","196","61","37","-","-","53","-","-","45"
"4.","Tsvetan Bogoev","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000001acc","(Bulgaria)","196","-","53","-","50","53","-","-","40"
"5.","Walter Chivescu","https://athletes.aidainternational.org/Profile-496ccc2b-3534-4201-a8d9-c6c8b8007cf0","(Romania)","196","-","-","-","-","67","-","51","78"
"6.","Dean Chipolina","https://athletes.aidainternational.org/Profile-b2e23e26-7658-4e55-a5b1-5b88ce0826bf","(United Kingdom)","196","-","-","-","-","75","-","50","71"
"7.","Jure Kompan","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000004a3","(Slovenia)","195.9","63.4","68","-","64.5","-","-","-","-"
"8.","Gustavo Guillen","https://athletes.aidainternational.org/Profile-359b5da6-f385-47f8-b642-80a0cf344a39","(Mexico)","195.8","68.8","51.5","46","29.5","-","-","-","-"
"9.","Oskar Strand","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000015b8","(Sweden)","195.8","66.8","42.5","55.5","31","-","-","-","-"
"10.","Nathalie Rémillard","https://athletes.aidainternational.org/Profile-e8c3e09d-3400-423a-9f67-a6dcb083bc58","(Canada)","195.8","39.8","-","45","33","25","31","-","22"
"11.","Radoslav Kachikov","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000018f9","(Bulgaria)","195.7","70.2","75","-","50.5","-","-","-","-"
"12.","Damien Leclere","https://athletes.aidainternational.org/Profile-76366676-cba6-4ac6-8db7-35fd1bed1881","(France)","195.6","73.6","-","-","-","66","-","-","56"
"13.","Bruno Taelman","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000112","(Belgium)","195.5","61","47.5","-","-","29","-","21","37"
"14.","Daria Golub","https://athletes.aidainternational.org/Profile-6956b4c0-d944-4136-9040-d1b2844b6fd2","(New Zealand)","195.5","58","77.5","-","60","-","-","-","-"
"15.","Jose Plaza","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000a30","(Venezuela)","195.3","56.8","96.5","-","42","-","-","-","-"
"16.","Junglae Kim","https://athletes.aidainternational.org/Profile-b1689679-8087-4122-babf-9c82c23252d4","(Republic of Korea)","195.3","59.8","37.5","58","-","-","40","-","-"
"17.","Sayaka Itagaki","https://athletes.aidainternational.org/Profile-e1b7a601-626f-481d-8d75-c79307b5142d","(Japan)","195.3","60.8","76","-","58.5","-","-","-","-"
"18.","Michail Chelmis","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000c89","(Greece)","195.2","59.2","-","-","-","61","-","24","51"
"19.","Yujung Chen","https://athletes.aidainternational.org/Profile-11b2e23b-57ac-4578-8827-1c09c3c505c0","(Taiwan)","195.2","62.2","37.5","59","36.5","-","-","-","-"
"20.","Pavel Popelka","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000516","(Czech Republic)","195.2","56.2","37","-","27","40","-","-","35"
"1.","Vladimir Radovanovic","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000001266","(Serbia)","195.1","68.6","69.5","-","57","-","-","-","-"
"2.","Kasper Moth-Poulsen","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000715","(Denmark)","195.1","66.6","80.5","-","-","48","-","-","-"
"3.","Martin Mali","https://athletes.aidainternational.org/Profile-26fe55c9-fd58-462f-9e3d-5a3caafb277d","(Slovenia)","195.1","64.6","71","-","59.5","-","-","-","-"
"4.","Jacob(Suyeol) Lee","https://athletes.aidainternational.org/Profile-5c400ef7-ac73-4eed-b584-274b0fd233ed","(Republic of Korea)","195","-","-","-","-","70","60","-","65"
"5.","Daron Joseph","https://athletes.aidainternational.org/Profile-82435772-b930-49bc-9266-ad80cc02950f","(Australia)","195","64","78.5","-","52.5","-","-","-","-"
"6.","Patrick Swartenbroekx","https://athletes.aidainternational.org/Profile-6fe61dcd-4e30-4ebc-b589-45fa49a693e9","(Belgium)","195","-","-","-","-","-","67","55","73"
"7.","Andrey Ponomarev","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000001495","(Russian Federation)","195","-","-","-","-","74","-","54","67"
"8.","Nikolay Vdovin","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000be6","(Russian Federation)","194.9","72.4","70.5","-","52","-","-","-","-"
"9.","Piotr Mazur","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000ce6","(Poland)","194.8","65.8","75","-","54","-","-","-","-"
"10.","Ines Jurkschat","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000e55","(Germany)","194.8","54.8","75","-","-","35","-","-","30"
"11.","Jouke Van Riel","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-00000000095a","(Netherlands)","194.8","78.8","63","-","53","-","-","-","-"
"12.","Elena Cheryukanova","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000012f7","(Ukraine)","194.8","64.8","77.5","-","52.5","-","-","-","-"
"13.","Warley Resende De Souza","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000657","(Brazil)","194.7","69.2","50","-","37.5","38","-","-","-"
"14.","Mikalai Prusau","https://athletes.aidainternational.org/Profile-063892e7-4752-49e4-ae3d-6d7075bfc447","(Belarus)","194.7","60.2","81.5","-","53","-","-","-","-"
"15.","Lars Mou Andersen","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-00000000005d","(Denmark)","194.7","72.2","66.5","-","-","56","-","-","-"
"16.","David Murray","https://athletes.aidainternational.org/Profile-1e92def1-5021-4e8a-96fe-e58b0e969073","(Australia)","194.5","61","75","-","58.5","-","-","-","-"
"17.","Kiliann Costa","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000718","(France)","194.5","72","63.5","-","19","40","-","-","-"
"18.","Vadim Jurov Vadim","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000001980","(International)","194.4","60.4","75","-","59","-","-","-","-"
"19.","Steffen Stensgaard Kruse","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000001712","(Denmark)","194.3","60.8","79","-","54.5","-","-","-","-"
"20.","Peter Wurschy","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000376","(Netherlands)","194.2","76.2","75","-","43","-","-","-","-"
"1.","Maarten Boon","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000001674","(Netherlands)","194.2","62.2","-","-","-","45","-","37","50"
"2.","Ricardo Barrera","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000004f7","(Mexico)","194.1","46.6","39","-","21.5","32","-","20","35"
"3.","Yoram Zekri","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-00000000003d","(France)","194","-","-","-","-","64","-","54","76"
"4.","Simon Bennett","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000d80","(Chile)","194","-","-","-","-","70","-","51","73"
"5.","Bojan Risimovic","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000001530","(Serbia)","194","62","62.5","-","37.5","-","-","-","32"
"6.","Lauri Vuosalmi","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000d72","(Finland)","194","71","70","-","53","-","-","-","-"
"7.","Bobby Kim","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000019f1","(United States)","194","-","-","-","-","-","74","40","80"
"8.","Sergei Ilyushin","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000013cb","(Russian Federation)","193.9","64.4","77.5","-","52","-","-","-","-"
"9.","Stavroula Kontorousi","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-00000000136a","(Greece)","193.7","50.2","44.5","41.5","37.5","20","-","-","-"
"10.","Anastasiia Bogun","https://athletes.aidainternational.org/Profile-6c49ab85-2293-4661-a87f-9a6780b8713a","(Ukraine)","193.7","60.2","56.5","34","43","-","-","-","-"
"11.","Gysin Philippe","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-00000000157b","(Switzerland)","193.6","47.6","63","-","45","38","-","-","-"
"12.","Ryuta Nakanishi","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000011cb","(Japan)","193.5","-","46","-","62.5","42","-","43","-"
"13.","Agata Depka","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-00000000047c","(Poland)","193.4","63.4","60","-","44","26","-","-","-"
"14.","Patrick Falls","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000001207","(Australia)","193.2","63.2","77.5","-","52.5","-","-","-","-"
"15.","Yury Ramzaev","https://athletes.aidainternational.org/Profile-0da59a2b-b77f-4a5a-ad95-62d6f5c838c0","(Russian Federation)","193.2","79.2","64","-","50","-","-","-","-"
"16.","Tomasz Nitka","https://athletes.aidainternational.org/Profile-d0ddc69a-b2ef-47dc-8ddf-46ba70dafc4f","(Poland)","193.2","79.2","74","-","-","40","-","-","-"
"17.","Tsuneo Uchida","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000a9b","(Japan)","193.1","73.6","56","-","37.5","26","-","-","-"
"18.","Michelle Marsh","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000001290","(United States)","193.1","59.6","51.5","-","-","42","-","-","40"
"19.","Magnus Andersson","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000000e4","(Sweden)","193.1","56.6","52.5","-","-","42","-","-","42"
"20.","Alejandro Andres","https://athletes.aidainternational.org/Profile-fceda221-48b4-4486-830b-20ead894ea1c","(Argentina)","193","-","-","-","-","52","-","55","86"
"1.","Andy Bühl","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000736","(Belgium)","193","59","78.5","-","55.5","-","-","-","-"
"2.","Mario Santiago Jakas Albisu","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000d93","(Spain)","193","-","-","-","-","75","-","43","75"
"3.","Franck Vidal","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000c25","(France)","193","61","75","-","57","-","-","-","-"
"4.","Anton Sobko","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000369","(Russian Federation)","193","60","78","-","55","-","-","-","-"
"5.","Alejandro Llinas","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000001a02","(Colombia)","193","-","-","-","-","-","66","61","66"
"6.","Tetsuya Yokoyama","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000825","(Japan)","193","-","38","-","-","80","-","20","55"
"7.","Balázs Horváth","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000367","(Germany)","192.8","68.8","69","-","55","-","-","-","-"
"8.","Anouck Badot","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000b79","(Belgium)","192.7","61.2","57.5","-","41","33","-","-","-"
"9.","Vadim Boldenkov","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000006f9","(Russian Federation)","192.6","44.6","83","-","65","-","-","-","-"
"10.","Katie Pentz","https://athletes.aidainternational.org/Profile-9d7ad07b-cb15-4ea5-9464-3da3939f6390","(United States)","192.6","48.6","41.5","-","37.5","35","-","-","30"
"11.","David Stroppiana","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000003de","(France)","192.5","58","63","-","41.5","30","-","-","-"
"12.","Hisashi Fukui","https://athletes.aidainternational.org/Profile-085af0c3-b295-40f7-903e-cc333e82d079","(Japan)","192.5","-","51.5","-","-","50","-","38","53"
"13.","Alexandra Chizhikova","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000a0e","(Russian Federation)","192.4","59.4","80.5","-","52.5","-","-","-","-"
"14.","Mike Palma Ellingsen","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000c52","(Denmark)","192.4","51.4","71","-","-","45","-","25","-"
"15.","Henrik Stenhøj Hansen","https://athletes.aidainternational.org/Profile-f20e6fae-6e34-4378-820d-e0a43689db9a","(Denmark)","192.4","61.4","81","-","50","-","-","-","-"
"16.","Seung Ah Chang","https://athletes.aidainternational.org/Profile-826cbb44-3952-48ad-b7d5-32540570bcef","(Republic of Korea)","192.3","48.8","-","41","32.5","-","-","27","43"
"17.","Yi(Zy) Zhang","https://athletes.aidainternational.org/Profile-b2cedec0-ee64-4420-89be-4e4e182a9283","(China)","192.3","51.8","75","-","65.5","-","-","-","-"
"18.","Kazutoshi Hayashi","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-00000000094a","(Japan)","192.2","56.2","42.5","-","34.5","28","-","-","31"
"19.","Alexander Tsarenko","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000001299","(Ukraine)","192","64","80","-","-","48","-","-","-"
"20.","Chris Mackie","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000e9f","(New Zealand)","192","65","63","-","64","-","-","-","-"
"1.","Enchante Gallardo","https://athletes.aidainternational.org/Profile-b99f4d0b-c314-479f-a301-46d03630a08f","(United States)","192","-","-","-","-","-","81","40","71"
"2.","Reiko Asakura","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-00000000080f","(Japan)","192","38","50","-","-","50","-","-","54"
"3.","Stefan Baier","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-00000000027e","(Germany)","191.8","52.8","50","-","-","28","-","25","36"
"4.","David Moreira","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000c02","(France)","191.7","66.2","73","-","52.5","-","-","-","-"
"5.","Raquel Rache","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000001627","(Brazil)","191.7","45.2","28.5","-","25","35","-","20","38"
"6.","Jason Prior","https://athletes.aidainternational.org/Profile-37c97ea8-bfdc-46cd-b669-e6d4e5e3c9a0","(Australia)","191.6","63.6","65.5","-","62.5","-","-","-","-"
"7.","Radoslaw Gaca","https://athletes.aidainternational.org/Profile-09b303a7-e550-4018-8e6b-4369d4e40dce","(Poland)","191.5","74","65","-","52.5","-","-","-","-"
"8.","Maria Sitti","https://athletes.aidainternational.org/Profile-0f4a158e-d8a6-4651-ad83-f716bf5a8baa","(Cyprus)","191.5","-","87.5","-","-","52","-","-","52"
"9.","Ivo Truxa","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000009e7","(Czech Republic)","191.5","60","62","-","69.5","-","-","-","-"
"10.","Warley Rezende De Souza","https://athletes.aidainternational.org/Profile-d9100b84-1a97-4921-8d48-5af2144a095c","(Brazil)","191.5","64","-","51.5","-","36","-","-","40"
"11.","Efi Santa","https://athletes.aidainternational.org/Profile-f168fe78-0172-40cc-84ac-3edd76cd6ac4","(Greece)","191.4","61.4","88.5","-","41.5","-","-","-","-"
"12.","Igor Burgela","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000001880","(International)","191.4","42.4","45","-","46","-","-","28","30"
"13.","Vincent Cornerotte","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000ad4","(Belgium)","191.4","60.4","81","-","50","-","-","-","-"
"14.","Sidahmed Talhimet","https://athletes.aidainternational.org/Profile-e2637bcf-f4fc-4de9-93c7-8c56dc852f40","(Morocco)","191.4","64.4","75","-","52","-","-","-","-"
"15.","Sergey Yushchenko","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000001b5a","(Ukraine)","191.3","54.8","76","-","60.5","-","-","-","-"
"16.","Igor Golovanov","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-00000000156d","(Russian Federation)","191.3","62.8","69","-","59.5","-","-","-","-"
"17.","Roberta Cenedese","https://athletes.aidainternational.org/Profile-73f9e320-fab2-4ba6-8300-0fd7cafdbd1a","(Canada)","191.2","54.2","53","-","-","45","-","-","39"
"18.","Mikhail Kuznetsov","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000001abf","(Russian Federation)","191.2","64.2","69","-","58","-","-","-","-"
"19.","Chikako Hara","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000949","(Japan)","191","51","52","-","28","30","-","-","30"
"20.","Camila Jaber","https://athletes.aidainternational.org/Profile-c3c1803b-5b32-4823-b4d1-adfa8c1b17d0","(Mexico)","191","-","-","-","-","65","-","56","70"
"1.","Bruno Birgmajer","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000010de","(Croatia)","190.8","55.8","80","-","55","-","-","-","-"
"2.","Fu Zi Xiang","https://athletes.aidainternational.org/Profile-d767c1a8-2600-4d48-a013-5b41768abfa4","(Singapore)","190.8","65.8","-","75","50","-","-","-","-"
"3.","Sandro Kruc","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000001096","(Croatia)","190.3","61.8","91.5","-","37","-","-","-","-"
"4.","Lauri Lilja","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000006f2","(Finland)","190.3","57.8","76.5","-","56","-","-","-","-"
"5.","Alana Caskey","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-0000000009b3","(Australia)","190","67","-","-","-","50","-","23","50"
"6.","Krzysztof Tomicki","https://athletes.aidainternational.org/Profile-bcad21d5-bf13-44da-8e38-c08c2c4551a6","(Poland)","190","49","54","-","44","-","-","-","43"
"7.","Marco Piccioni","https://athletes.aidainternational.org/Profile-c06ee50e-8f5b-4abf-921a-2892f0653056","(United Kingdom)","189.9","69.4","64","-","56.5","-","-","-","-"
"8.","Piotr Debski","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000b68","(Poland)","189.9","75.4","62.5","-","52","-","-","-","-"
"9.","Martin Müller","https://athletes.aidainternational.org/Profile-9ffb137a-a93e-426d-a65d-3f2cf1ce98fc","(Austria)","189.9","56.4","54","-","39.5","40","-","-","-"
"10.","Chihiro Tsuchida","https://athletes.aidainternational.org/Profile-8dbcf1b6-ca2b-412b-88d0-57c7c339e84d","(Japan)","189.9","50.4","50","39.5","-","20","30","-","-"
"11.","Teppo Kallio","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000458","(Finland)","189.9","65.4","76.5","-","-","48","-","-","-"
"12.","Lauri Lehto","https://athletes.aidainternational.org/Profile-00000000-0000-0000-0000-000000000462","(Finland)","189.8","65.8","53.5","-","40.5","30","-","-","-"
"13.","Jiwon Choi","https://athletes.aidainternational.org/Profile-e071b08f-7ce4-4281-be0f-b1fc7a67b655","(Republic of Korea)","189.8","50.8","75","64","-","-","-","-","-"
"14.","Daniel Archambault","https://athletes.aidainternational.org/Profile-891acd77-d547-4d9a-9fe8-7b1f5d513e43","(Canada)","189.8","49.8","-","30","23","-","30","27","30"
"15.","Uros Kojic","https://athletes.aidainternational.org/Profile-b0f6d65d-5b6f-4f56-a71d-bf970e2a10ac","(Serbia)","189.8","53.8","60","-","-","76","-","-","-"
"16.","Alexey Doronin","https://athletes.aidainternational.org/Profile-2a3d7c7a-d8ce-4a05-b9ae-451de2c106c0","(Russian Federation)","189.7","36.2","71","52","30.5","-","-","-","-"
