"BFA Pool Competition","https://events.aidainternational.org/EventDetails-654","Competition","",",","2006-11-12","2006-11-12","",""
"2. Submania Apnea Cup","https://events.aidainternational.org/EventDetails-1518","Pool Competition","",",","2006-11-11","2006-11-11","",""
"Kona Regional Event 2006","https://events.aidainternational.org/EventDetails-428","Competition","",",","2006-11-11","2006-11-11","",""
"Swedish pool comp","https://events.aidainternational.org/EventDetails-1681","Competition","",",","2006-11-01","2006-11-01","",""
"WR Attempt - TRUBRIDGE William(CNF)","https://events.aidainternational.org/EventDetails-992","Worldrecord attempt","",",","2006-10-24","2006-10-24","",""
"Rhein-Main Cup 2006","https://events.aidainternational.org/EventDetails-1435","Pool Competition","",",","2006-10-21","2006-10-21","",""
"AIDA Cyprus 1st National Open","https://events.aidainternational.org/EventDetails-1179","Mixed Competition","",",","2006-10-21","2006-10-21","",""
"Q-sama Dynamic Apnea without Fins V","https://events.aidainternational.org/EventDetails-534","Pool Competition","",",","2006-10-19","2006-10-19","",""
"Q-sama Dynamic Apnea without Fins IV","https://events.aidainternational.org/EventDetails-533","Pool Competition","",",","2006-10-16","2006-10-16","",""
"MAN III - Hungarian Apnea Day 2006","https://events.aidainternational.org/EventDetails-1761","Pool Competition","",",","2006-10-14","2006-10-14","",""
"III. Hungarian Apnea Day","https://events.aidainternational.org/EventDetails-1202","Competition","",",","2006-10-14","2006-10-14","",""
"National record","https://events.aidainternational.org/EventDetails-1705","Competition","",",","2006-10-10","2006-10-10","",""
"WR Attempt - COSTE Carlos(VWT and NLT)","https://events.aidainternational.org/EventDetails-991","Worldrecord attempt","",",","2006-09-22","2006-09-22","",""
"US National Championships","https://events.aidainternational.org/EventDetails-370","Mixed Competition","",",","2006-09-16","2006-09-16","",""
"AIDA Hellas 2006 Summer Apnea Games Crew Chance","https://events.aidainternational.org/EventDetails-1461","Pool Competition","",",","2006-09-10","2006-09-10","",""
"Tateyama Freediving Indoor Cup 2006","https://events.aidainternational.org/EventDetails-532","Pool Competition","",",","2006-09-09","2006-09-09","",""
"1st National Deep Apnea","https://events.aidainternational.org/EventDetails-486","Competition","",",","2006-09-09","2006-09-09","",""
"SaltFree Splash 2006","https://events.aidainternational.org/EventDetails-653","Competition","",",","2006-09-09","2006-09-09","",""
"AIDA Hellas 2006 Summer Apnea Games","https://events.aidainternational.org/EventDetails-1460","Mixed Competition","",",","2006-09-09","2006-09-09","",""
"CAFA Western Regional Competition","https://events.aidainternational.org/EventDetails-1081","Mixed Competition","",",","2006-09-03","2006-09-03","",""
"Swiss Championship 2006 with guests","https://events.aidainternational.org/EventDetails-1406","Depth Competition","",",","2006-09-02","2006-09-02","",""
"WR Attempt - NÃ‰RY Guillaume(CWT)","https://events.aidainternational.org/EventDetails-886","Worldrecord attempt","",",","2006-08-31","2006-08-31","",""
"Okinawa Freedive Invitational 2006","https://events.aidainternational.org/EventDetails-530","Depth Competition","",",","2006-08-27","2006-08-27","",""
"WR Attempt - SIETAS Tom(STA-DYN-DNF)","https://events.aidainternational.org/EventDetails-568","Worldrecord attempt","",",","2006-08-26","2006-08-26","",""
"Q-sama Dynamic Apnea without Fins III","https://events.aidainternational.org/EventDetails-531","Pool Competition","",",","2006-08-26","2006-08-26","",""
"WR Attempt - NITSCH Herbert(CWT, CNF, FIM, VWT, NLT and STA)","https://events.aidainternational.org/EventDetails-1163","Worldrecord attempt","",",","2006-08-25","2006-08-25","",""
"Nordic Deep 2006","https://events.aidainternational.org/EventDetails-377","Mixed Competition","",",","2006-08-19","2006-08-19","",""
"Nordic Deep 2005","https://events.aidainternational.org/EventDetails-1678","Competition","",",","2006-08-16","2006-08-16","",""
"Nordic Deep 2006","https://events.aidainternational.org/EventDetails-1679","Mixed Competition","",",","2006-08-16","2006-08-16","",""
"WR Attempt - SIETAS Tom(DYN,DNF)","https://events.aidainternational.org/EventDetails-815","Worldrecord attempt","",",","2006-08-12","2006-08-12","",""
"Q-sama Dynamic Apnea without Fins II","https://events.aidainternational.org/EventDetails-529","Pool Competition","",",","2006-08-08","2006-08-08","",""
"wellington winter champs wellington","https://events.aidainternational.org/EventDetails-1722","Pool Competition","",",","2006-08-06","2006-08-06","",""
"wellington winter champs wellington","https://events.aidainternational.org/EventDetails-1723","Competition","",",","2006-08-06","2006-08-06","",""
"Wellington Freediving Winter Championships","https://events.aidainternational.org/EventDetails-695","Pool Competition","",",","2006-08-05","2006-08-05","",""
"wellington winter champs wellington","https://events.aidainternational.org/EventDetails-1721","Competition","",",","2006-08-05","2006-08-05","",""
"5th German National Championships","https://events.aidainternational.org/EventDetails-1434","Mixed Competition","",",","2006-07-29","2006-07-29","",""
"Asikkala Deep Duathlon","https://events.aidainternational.org/EventDetails-500","Competition","",",","2006-07-22","2006-07-22","",""
"CAFA National Freediving Championships","https://events.aidainternational.org/EventDetails-1080","Competition","",",","2006-07-14","2006-07-14","",""
"4th AIDA Brasil National Indoor","https://events.aidainternational.org/EventDetails-485","Pool Competition","",",","2006-07-12","2006-07-12","",""
"AIDA Hellas Depth Event","https://events.aidainternational.org/EventDetails-1459","Depth Competition","",",","2006-07-09","2006-07-09","",""
"Coupe des Calanques 2006","https://events.aidainternational.org/EventDetails-863","Mixed Competition","",",","2006-07-01","2006-07-01","",""
"Team Static and Speed Dynamic","https://events.aidainternational.org/EventDetails-694","Competition","",",","2006-06-18","2006-06-18","",""
"auckland pool comp","https://events.aidainternational.org/EventDetails-1799","Competition","",",","2006-06-17","2006-06-17","",""
"auckland pool comp","https://events.aidainternational.org/EventDetails-1800","Competition","",",","2006-06-17","2006-06-17","",""
"auckland pool comp","https://events.aidainternational.org/EventDetails-1798","Pool Competition","",",","2006-06-17","2006-06-17","",""
"Q-sama Dynamic Apnea without Fins I","https://events.aidainternational.org/EventDetails-528","Pool Competition","",",","2006-06-13","2006-06-13","",""
"Aarhus Triple Challenge III","https://events.aidainternational.org/EventDetails-1381","Pool Competition","",",","2006-06-11","2006-06-11","",""
"Aarhus Triple Challenge II","https://events.aidainternational.org/EventDetails-1380","Pool Competition","",",","2006-06-10","2006-06-10","",""
"Aarhus Triple Challenge I","https://events.aidainternational.org/EventDetails-1379","Pool Competition","",",","2006-06-09","2006-06-09","",""
"Freedive Dahab Static II","https://events.aidainternational.org/EventDetails-948","Pool Competition","",",","2006-06-07","2006-06-07","",""
"DortDive","https://events.aidainternational.org/EventDetails-1054","Pool Competition","",",","2006-06-04","2006-06-04","",""
"DordtDive 2006","https://events.aidainternational.org/EventDetails-1644","Pool Competition","",",","2006-06-04","2006-06-04","",""
"Triple Depth 2006","https://events.aidainternational.org/EventDetails-947","Mixed Competition","",",","2006-06-04","2006-06-04","",""
"Nice Open 2006","https://events.aidainternational.org/EventDetails-862","Mixed Competition","",",","2006-05-27","2006-05-27","",""
"II Campeonato Venezolano de Apnea","https://events.aidainternational.org/EventDetails-803","Mixed Competition","",",","2006-05-26","2006-05-26","",""
"National Individual Championships 2006","https://events.aidainternational.org/EventDetails-797","Mixed Competition","",",","2006-05-26","2006-05-26","",""
"Campeonato Venezolano de Apnea 2006","https://events.aidainternational.org/EventDetails-805","Competition","",",","2006-05-26","2006-05-26","",""
"auckland pool comp,auckland","https://events.aidainternational.org/EventDetails-1720","Competition","",",","2006-05-18","2006-05-18","",""
"MCR Czech AIDA Championship 2006","https://events.aidainternational.org/EventDetails-772","Competition","",",","2006-05-17","2006-05-17","",""
"auckland pool comp,auckland","https://events.aidainternational.org/EventDetails-1719","Pool Competition","",",","2006-05-17","2006-05-17","",""
"Deep Down Under 2006","https://events.aidainternational.org/EventDetails-693","Depth Competition","",",","2006-05-14","2006-05-14","",""
"WR Attempt - TRUBRIDGE William(CNF)","https://events.aidainternational.org/EventDetails-990","Worldrecord attempt","",",","2006-05-12","2006-05-12","",""
"WR Attempt - COSTE Carlos(VWT - FIM)","https://events.aidainternational.org/EventDetails-989","Worldrecord attempt","",",","2006-05-09","2006-05-09","",""
"4th Static Tournament Rio Boat Show","https://events.aidainternational.org/EventDetails-484","Competition","",",","2006-05-07","2006-05-07","",""
"Belgium cup 2006","https://events.aidainternational.org/EventDetails-1643","Pool Competition","",",","2006-05-02","2006-05-02","",""
"Russian Freediving Championship","https://events.aidainternational.org/EventDetails-732","Competition","",",","2006-04-22","2006-04-22","",""
"1st PFI Invitational Competition","https://events.aidainternational.org/EventDetails-1506","Competition","",",","2006-04-15","2006-04-15","",""
"Finnish National Championships","https://events.aidainternational.org/EventDetails-499","Competition","",",","2006-04-14","2006-04-14","",""
"Swiss Championship 2006 - Indoor with guests","https://events.aidainternational.org/EventDetails-1602","Pool Competition","",",","2006-04-09","2006-04-09","",""
"Swiss Indoor Championship 2006","https://events.aidainternational.org/EventDetails-1414","Competition","",",","2006-04-09","2006-04-09","",""
"Third Pancyprian Open Competition","https://events.aidainternational.org/EventDetails-1178","Competition","",",","2006-04-09","2006-04-09","",""
"WR Attempt - STEPANEK Martin(CNF - CWT -FIM)","https://events.aidainternational.org/EventDetails-1158","Worldrecord attempt","",",","2006-04-01","2006-04-01","",""
"WR Attempt - CRUICKSHANK Mandy-Rea(CNF - CWT -FIM)","https://events.aidainternational.org/EventDetails-1160","Worldrecord attempt","",",","2006-04-01","2006-04-01","",""
"Deep Down Under 2006","https://events.aidainternational.org/EventDetails-692","Competition","",",","2006-03-26","2006-03-26","",""
"deep down under, poor knights islands","https://events.aidainternational.org/EventDetails-1718","Depth Competition","",",","2006-03-26","2006-03-26","",""
"deep down under poor knights islands","https://events.aidainternational.org/EventDetails-1797","Competition","",",","2006-03-25","2006-03-25","",""
"deep down under poor knights islands","https://events.aidainternational.org/EventDetails-1796","Depth Competition","",",","2006-03-25","2006-03-25","",""
"deep down under, poor knights islands","https://events.aidainternational.org/EventDetails-1717","Depth Competition","",",","2006-03-25","2006-03-25","",""
"4th National Indoors at Mexico City","https://events.aidainternational.org/EventDetails-1210","Competition","",",","2006-03-19","2006-03-19","",""
"Ant williams  CW record attempt","https://events.aidainternational.org/EventDetails-1795","Worldrecord attempt","",",","2006-03-16","2006-03-16","",""
"ant williams cw record attempt","https://events.aidainternational.org/EventDetails-1716","Worldrecord attempt","",",","2006-03-16","2006-03-16","",""
"WR Attempt - SIETAS Tom(DNF)","https://events.aidainternational.org/EventDetails-567","Worldrecord attempt","",",","2006-03-14","2006-03-14","",""
"AIDA Hellas 2006 Winter Apnea Games","https://events.aidainternational.org/EventDetails-1458","Pool Competition","",",","2006-03-11","2006-03-11","",""
"Mad Cup 2006","https://events.aidainternational.org/EventDetails-1526","Pool Competition","",",","2006-03-03","2006-03-03","",""
"CAFA Western Regional Competition","https://events.aidainternational.org/EventDetails-1079","Pool Competition","",",","2006-03-03","2006-03-03","",""
"Berlin Master Cup 2006","https://events.aidainternational.org/EventDetails-1433","Pool Competition","",",","2006-02-25","2006-02-25","",""
"Apnea at Altitude 2006","https://events.aidainternational.org/EventDetails-691","Competition","",",","2006-02-19","2006-02-19","",""
"apnea@altitude taupo","https://events.aidainternational.org/EventDetails-1715","Competition","",",","2006-02-19","2006-02-19","",""
"apnea@altitude taupo","https://events.aidainternational.org/EventDetails-1714","Pool Competition","",",","2006-02-18","2006-02-18","",""
"apnea @ altitude Taupo","https://events.aidainternational.org/EventDetails-1794","Depth Competition","",",","2006-02-18","2006-02-18","",""
"DTH Static competition","https://events.aidainternational.org/EventDetails-1642","Pool Competition","",",","2006-02-01","2006-02-01","",""
"3ème Indoor de La Ciotat","https://events.aidainternational.org/EventDetails-1704","Competition","",",","2006-02-01","2006-02-01","",""
"Hervanta Underground Apnea","https://events.aidainternational.org/EventDetails-498","Competition","",",","2006-01-21","2006-01-21","",""
"Apnoe in Greene","https://events.aidainternational.org/EventDetails-1449","Competition","",",","2006-01-20","2006-01-20","",""
"WR Attempt - MOLCHANOVA Natalia(DNF)","https://events.aidainternational.org/EventDetails-566","Worldrecord attempt","",",","2005-12-20","2005-12-20","",""
"Chequeo Nacional","https://events.aidainternational.org/EventDetails-796","Depth Competition","",",","2005-12-18","2005-12-18","",""
"Imvros Nautical Society Competition","https://events.aidainternational.org/EventDetails-1457","Competition","",",","2005-12-04","2005-12-04","",""
"FDI National Freediving Competition","https://events.aidainternational.org/EventDetails-1204","Mixed Competition","",",","2005-11-26","2005-11-26","",""
"8th Night of Apnea","https://events.aidainternational.org/EventDetails-1432","Competition","",",","2005-11-19","2005-11-19","",""
"1st Submania Apnea Cup","https://events.aidainternational.org/EventDetails-1517","Pool Competition","",",","2005-11-19","2005-11-19","",""
"II. Hungarian Apnea Day","https://events.aidainternational.org/EventDetails-1201","Pool Competition","",",","2005-11-12","2005-11-12","",""
"Triple Depth - Freedive Dahab","https://events.aidainternational.org/EventDetails-946","Mixed Competition","",",","2005-11-05","2005-11-05","",""
"Rhein Main Cup 2005","https://events.aidainternational.org/EventDetails-1431","Pool Competition","",",","2005-10-29","2005-10-29","",""
"CAFA Western Regional Competition III","https://events.aidainternational.org/EventDetails-1078","Pool Competition","",",","2005-10-28","2005-10-28","",""
"najaarcompetitie STA","https://events.aidainternational.org/EventDetails-1641","Pool Competition","",",","2005-10-23","2005-10-23","",""
"Entre Dos Mares 2005","https://events.aidainternational.org/EventDetails-1209","Competition","",",","2005-10-14","2005-10-14","",""
"najaarcompetitie DYN","https://events.aidainternational.org/EventDetails-1640","Pool Competition","",",","2005-10-09","2005-10-09","",""
"WR ATTEMPT - NITSCH Herbert (NLT)","https://events.aidainternational.org/EventDetails-1164","Worldrecord attempt","",",","2005-10-02","2005-10-02","",""
"1st AIDA Individual Constant Weight World Freediving Championship","https://events.aidainternational.org/EventDetails-861","World Championship","",",","2005-09-01","2005-09-01","",""
"NR Attempt - Masami Tanaka","https://events.aidainternational.org/EventDetails-1783","Worldrecord attempt","",",","2005-08-28","2005-08-28","",""
"1st AIDA Individual Pool World Freediving Championship","https://events.aidainternational.org/EventDetails-1405","World Championship","",",","2005-08-27","2005-08-27","",""
"Goose Freediving Championship","https://events.aidainternational.org/EventDetails-376","Mixed Competition","",",","2005-08-21","2005-08-21","",""
"Nordic Deep 2005","https://events.aidainternational.org/EventDetails-1677","Competition","",",","2005-08-06","2005-08-06","",""
"Swiss Championship 2005","https://events.aidainternational.org/EventDetails-1404","Competition","",",","2005-07-23","2005-07-23","",""
"FDTF Invitational","https://events.aidainternational.org/EventDetails-497","Competition","",",","2005-07-16","2005-07-16","",""
"3er Indoors Nacional 2005","https://events.aidainternational.org/EventDetails-1208","Competition","",",","2005-07-10","2005-07-10","",""
"AIDA Hellas 2005 Summer Apnea Games","https://events.aidainternational.org/EventDetails-1456","Mixed Competition","",",","2005-07-09","2005-07-09","",""
"3rd Japanese Freediving Championship 2005","https://events.aidainternational.org/EventDetails-527","Competition","",",","2005-07-03","2005-07-03","",""
"Coupe des Calanques 2005","https://events.aidainternational.org/EventDetails-860","Mixed Competition","",",","2005-07-01","2005-07-01","",""
"CAFA National Championships","https://events.aidainternational.org/EventDetails-1077","Mixed Competition","",",","2005-06-24","2005-06-24","",""
"Swiss Indoor Championship 2005","https://events.aidainternational.org/EventDetails-1403","Pool Competition","",",","2005-06-11","2005-06-11","",""
"CAFA Eastern Regional Competition","https://events.aidainternational.org/EventDetails-1076","Competition","",",","2005-06-03","2005-06-03","",""
"CIPA Open of Nice","https://events.aidainternational.org/EventDetails-859","Mixed Competition","",",","2005-05-28","2005-05-28","",""
"The Kona Freedive Invitational","https://events.aidainternational.org/EventDetails-423","Competition","",",","2005-05-27","2005-05-27","",""
"1st AIDA Slovenian National with guests, Koper - Slovenia","https://events.aidainternational.org/EventDetails-1673","Pool Competition","",",","2005-05-22","2005-05-22","",""
"Pool Freedive Competition Dortdive 2005","https://events.aidainternational.org/EventDetails-1492","Pool Competition","",",","2005-05-15","2005-05-15","",""
"Venezuela Freediving Championship","https://events.aidainternational.org/EventDetails-795","Mixed Competition","",",","2005-05-14","2005-05-14","",""
"CAFA Western Regional Competition II","https://events.aidainternational.org/EventDetails-1075","Competition","",",","2005-05-13","2005-05-13","",""
"Freediver Event of the DUC Krefeld","https://events.aidainternational.org/EventDetails-1430","Pool Competition","",",","2005-05-07","2005-05-07","",""
"Sukeltaja Indoor Apnea 2005","https://events.aidainternational.org/EventDetails-496","Pool Competition","",",","2005-05-07","2005-05-07","",""
"freshwater freediver open auckland","https://events.aidainternational.org/EventDetails-1713","Competition","",",","2005-04-24","2005-04-24","",""
"fresh water freediver open","https://events.aidainternational.org/EventDetails-1793","Depth Competition","",",","2005-04-24","2005-04-24","",""
"Russian Freediving Championship","https://events.aidainternational.org/EventDetails-731","Competition","",",","2005-04-23","2005-04-23","",""
"3rd AIDA Czech Open Freediving Championship","https://events.aidainternational.org/EventDetails-767","Pool Competition","",",","2005-04-23","2005-04-23","",""
"Deep Down Under","https://events.aidainternational.org/EventDetails-690","Mixed Competition","",",","2005-04-23","2005-04-23","",""
"7 minutes challenge","https://events.aidainternational.org/EventDetails-1639","Pool Competition","",",","2005-04-17","2005-04-17","",""
"AIDA Hellas 2005 Winter Apnea Games","https://events.aidainternational.org/EventDetails-1455","Competition","",",","2005-04-16","2005-04-16","",""
"WR Attempt - STEPANEK Martin (CWT, CNF, FIM)","https://events.aidainternational.org/EventDetails-1594","Worldrecord attempt","",",","2005-04-08","2005-04-08","",""
"DTH Heemstede pool cup","https://events.aidainternational.org/EventDetails-1638","Competition","",",","2005-04-03","2005-04-03","",""
"DTH Heemstede pool cup","https://events.aidainternational.org/EventDetails-1637","Pool Competition","",",","2005-04-03","2005-04-03","",""
"Massy Open","https://events.aidainternational.org/EventDetails-1701","Pool Competition","",",","2005-03-29","2005-03-29","",""
"5th Night of Apnea - Belgium Championship 2005","https://events.aidainternational.org/EventDetails-1134","Pool Competition","",",","2005-03-05","2005-03-05","",""
"Kirkkonummi Open","https://events.aidainternational.org/EventDetails-495","Competition","",",","2005-03-05","2005-03-05","",""
"NFDB-DTH dynamic challenge","https://events.aidainternational.org/EventDetails-1636","Pool Competition","",",","2005-02-25","2005-02-25","",""
"CAFA Western Regional Competition I","https://events.aidainternational.org/EventDetails-1074","Pool Competition","",",","2005-02-25","2005-02-25","",""
"One Breath Indoor Apnea Challenge 2005","https://events.aidainternational.org/EventDetails-375","Pool Competition","",",","2005-02-19","2005-02-19","",""
"national record attempts auckland","https://events.aidainternational.org/EventDetails-1712","Worldrecord attempt","",",","2005-02-19","2005-02-19","",""
"7th Berlin Masters Cup 2005","https://events.aidainternational.org/EventDetails-1429","Pool Competition","",",","2005-02-19","2005-02-19","",""
"3eme indoor de La Ciotat","https://events.aidainternational.org/EventDetails-1709","Pool Competition","",",","2005-02-06","2005-02-06","",""
"1st Shark Night 2005","https://events.aidainternational.org/EventDetails-1491","Pool Competition","",",","2005-01-28","2005-01-28","",""
"3rd Dutch Apnea Open","https://events.aidainternational.org/EventDetails-1490","Pool Competition","",",","2004-12-12","2004-12-12","",""
"Sinai Last Chance 1-6","https://events.aidainternational.org/EventDetails-945","Competition","",",","2004-11-29","2004-11-29","",""
"cosmic challenge lake pupuke","https://events.aidainternational.org/EventDetails-1711","Depth Competition","",",","2004-11-28","2004-11-28","",""
"Cosmic Challenge","https://events.aidainternational.org/EventDetails-689","Mixed Competition","",",","2004-11-27","2004-11-27","",""
"cosmic challenge lake pupuke","https://events.aidainternational.org/EventDetails-1710","Depth Competition","",",","2004-11-27","2004-11-27","",""
"Belgium cup 2004","https://events.aidainternational.org/EventDetails-1635","Pool Competition","",",","2004-11-21","2004-11-21","",""
"7th Night of Apnea","https://events.aidainternational.org/EventDetails-1428","Competition","",",","2004-11-20","2004-11-20","",""
"Südstadt Austrian Indoor Competition II","https://events.aidainternational.org/EventDetails-1274","Pool Competition","",",","2004-11-20","2004-11-20","",""
"Static Test Competition","https://events.aidainternational.org/EventDetails-1489","Pool Competition","",",","2004-11-19","2004-11-19","",""
"2nd Slovak Open","https://events.aidainternational.org/EventDetails-1255","Competition","",",","2004-11-13","2004-11-13","",""
"Copenhagen open","https://events.aidainternational.org/EventDetails-1680","Pool Competition","",",","2004-11-10","2004-11-10","",""
"WR Attempt - LEFERME Loic (NLT)","https://events.aidainternational.org/EventDetails-889","Worldrecord attempt","",",","2004-10-30","2004-10-30","",""
"Rhein Main Cup 2004","https://events.aidainternational.org/EventDetails-1427","Pool Competition","",",","2004-10-30","2004-10-30","",""
"CAFA Eastern Regional Championships","https://events.aidainternational.org/EventDetails-1073","Mixed Competition","",",","2004-10-29","2004-10-29","",""
"WR Attempt - Carlos Coste and Stig Severinsen","https://events.aidainternational.org/EventDetails-810","Worldrecord attempt","",",","2004-10-25","2004-10-25","",""
"AIDA Serbia 1st Static","https://events.aidainternational.org/EventDetails-1754","Pool Competition","",",","2004-10-23","2004-10-23","",""
"1st Freediver Event of TSC Einbeck","https://events.aidainternational.org/EventDetails-1426","Pool Competition","",",","2004-10-23","2004-10-23","",""
"WR Attempt - EDWARDS Annabel (CNF)","https://events.aidainternational.org/EventDetails-437","Worldrecord attempt","",",","2004-10-23","2004-10-23","",""
"CAFA Western Regional Competition","https://events.aidainternational.org/EventDetails-1072","Mixed Competition","",",","2004-10-09","2004-10-09","",""
"ICARE & TOLTEC Wild Cards Micro Event","https://events.aidainternational.org/EventDetails-1402","Competition","",",","2004-10-03","2004-10-03","",""
"3rd National Apnea Indoor AIDA Brasil","https://events.aidainternational.org/EventDetails-483","Pool Competition","",",","2004-09-25","2004-09-25","",""
"WR Attempt - NITSCH Herbert (CNF)","https://events.aidainternational.org/EventDetails-916","Worldrecord attempt","",",","2004-09-11","2004-09-11","",""
"WR Attempt - STEPANEK Martin (CWT)","https://events.aidainternational.org/EventDetails-915","Worldrecord attempt","",",","2004-09-10","2004-09-10","",""
"4th AIDA Freediving World Championship by team","https://events.aidainternational.org/EventDetails-1071","Mixed Competition","",",","2004-08-12","2004-08-12","",""
"Goose Freediving Championship","https://events.aidainternational.org/EventDetails-374","Mixed Competition","",",","2004-08-07","2004-08-07","",""
"Nordic Deep 2004","https://events.aidainternational.org/EventDetails-1676","Competition","",",","2004-08-06","2004-08-06","",""
"Finnish Freediving Championship 2004","https://events.aidainternational.org/EventDetails-494","Competition","",",","2004-07-31","2004-07-31","",""
"Swedish Freediving Championship 2004","https://events.aidainternational.org/EventDetails-373","Mixed Competition","",",","2004-07-22","2004-07-22","",""
"USAA National Individual Freediving Competition 2004","https://events.aidainternational.org/EventDetails-422","Mixed Competition","",",","2004-07-10","2004-07-10","",""
"2nd Japan Free Diving Championship 2004","https://events.aidainternational.org/EventDetails-1827","Pool Competition","",",","2004-07-03","2004-07-03","",""
"2nd Japanese Freediving Championship 2004","https://events.aidainternational.org/EventDetails-526","Competition","",",","2004-06-27","2004-06-27","",""
"Czech National Freediving Championship 2004","https://events.aidainternational.org/EventDetails-766","Competition","",",","2004-06-26","2004-06-26","",""
"CAFA National Championship 2004","https://events.aidainternational.org/EventDetails-1070","Mixed Competition","",",","2004-06-25","2004-06-25","",""
"CAFA Eastern Regional Competition","https://events.aidainternational.org/EventDetails-1069","Competition","",",","2004-06-18","2004-06-18","",""
"BIOS Freeology Open Classic 2004","https://events.aidainternational.org/EventDetails-1177","Mixed Competition","",",","2004-06-14","2004-06-14","",""
"WR Attempt - SIETAS Tom (STA)","https://events.aidainternational.org/EventDetails-813","Worldrecord attempt","",",","2004-06-11","2004-06-11","",""
"WR Attempt - NERY Guillaume (CWT)","https://events.aidainternational.org/EventDetails-890","Worldrecord attempt","",",","2004-06-09","2004-06-09","",""
"AIDA Austria National Competition","https://events.aidainternational.org/EventDetails-1275","Competition","",",","2004-05-22","2004-05-22","",""
"5th Swiss Indoor Winter Championship 2004","https://events.aidainternational.org/EventDetails-1401","Pool Competition","",",","2004-05-15","2004-05-15","",""
"CAFA Western Regional Competition","https://events.aidainternational.org/EventDetails-1068","Competition","",",","2004-05-07","2004-05-07","",""
"4ème Manche Coupe d AIDA France 2004","https://events.aidainternational.org/EventDetails-858","Mixed Competition","",",","2004-05-06","2004-05-06","",""
"1st Static Apnea Tournament","https://events.aidainternational.org/EventDetails-482","Competition","",",","2004-04-25","2004-04-25","",""
"WR Attempt - DE BRUYN Renate (DNF)","https://events.aidainternational.org/EventDetails-1791","Worldrecord attempt","",",","2004-04-25","2004-04-25","",""
"deep down under poor knights","https://events.aidainternational.org/EventDetails-1634","Depth Competition","",",","2004-04-25","2004-04-25","",""
"Belgium Cup - Round of Huy","https://events.aidainternational.org/EventDetails-1133","Pool Competition","",",","2004-04-25","2004-04-25","",""
"Moscow Freediver Cup 2004","https://events.aidainternational.org/EventDetails-730","Competition","",",","2004-04-24","2004-04-24","",""
"1st Lake Trophy Immersion Profonde","https://events.aidainternational.org/EventDetails-1400","Competition","",",","2004-04-18","2004-04-18","",""
"2nd National Apnea Indoor AIDA Brasil / Lira Tenis Clube","https://events.aidainternational.org/EventDetails-481","Competition","",",","2004-03-27","2004-03-27","",""
"WR Attempt - STEPANEK Martin (FIM)","https://events.aidainternational.org/EventDetails-1509","Worldrecord attempt","",",","2004-03-23","2004-03-23","",""
"WR Attempt - CRUICKSHANK Mandy-Rae (CWT)","https://events.aidainternational.org/EventDetails-1513","Worldrecord attempt","",",","2004-03-21","2004-03-21","",""
"2ème Manche Coupe d AIDA France 2004","https://events.aidainternational.org/EventDetails-857","Competition","",",","2004-03-14","2004-03-14","",""
"NR Attempt - Hirofumi Ebina","https://events.aidainternational.org/EventDetails-1782","Worldrecord attempt","",",","2004-02-22","2004-02-22","",""
"6th Berlin Masters Cup 2004","https://events.aidainternational.org/EventDetails-1425","Competition","",",","2004-02-21","2004-02-21","",""
"Südstadt Austrian Indoor Competition","https://events.aidainternational.org/EventDetails-1273","Competition","",",","2004-02-14","2004-02-14","",""
"1ère Manche Coupe d AIDA France 2004","https://events.aidainternational.org/EventDetails-856","Pool Competition","",",","2004-02-08","2004-02-08","",""
"Coup de dauphins","https://events.aidainternational.org/EventDetails-1707","Pool Competition","",",","2004-01-24","2004-01-24","",""
"1st Slovak Championship","https://events.aidainternational.org/EventDetails-1254","Competition","",",","2003-12-20","2003-12-20","",""
"2nd Dutch FreeINN","https://events.aidainternational.org/EventDetails-1488","Competition","",",","2003-12-13","2003-12-13","",""
"2nd Copenhagen Open 2003","https://events.aidainternational.org/EventDetails-1378","Competition","",",","2003-11-22","2003-11-22","",""
"CAFA West Regional Competition","https://events.aidainternational.org/EventDetails-1067","Competition","",",","2003-11-21","2003-11-21","",""
"6th German Night of Apnea 2003","https://events.aidainternational.org/EventDetails-1424","Competition","",",","2003-11-15","2003-11-15","",""
"WR Attempt - EDWARDS Annabel (STA)","https://events.aidainternational.org/EventDetails-432","Worldrecord attempt","",",","2003-11-13","2003-11-13","",""
"WR Attempt - DE BRUYN Renate (DNF)","https://events.aidainternational.org/EventDetails-1053","Worldrecord attempt","",",","2003-10-10","2003-10-10","",""
"2003 National Portuguese Freediving Championship","https://events.aidainternational.org/EventDetails-1600","Competition","",",","2003-10-03","2003-10-03","",""
"WR Attempt - Carlos COSTE and Stig SEVERINSEN (FIM CWT)","https://events.aidainternational.org/EventDetails-1593","Worldrecord attempt","",",","2003-09-30","2003-09-30","",""
"NR Attempt - Ryuzo Shinomiya","https://events.aidainternational.org/EventDetails-1781","Worldrecord attempt","",",","2003-09-29","2003-09-29","",""
"Dutch Freediving National Pool Championship 2003","https://events.aidainternational.org/EventDetails-1487","Competition","",",","2003-09-28","2003-09-28","",""
"1st Japan Freediving Championship 2003","https://events.aidainternational.org/EventDetails-525","Mixed Competition","",",","2003-09-13","2003-09-13","",""
"Round 6 of the Belgium Cup 2003","https://events.aidainternational.org/EventDetails-1132","Competition","",",","2003-09-07","2003-09-07","",""
