"Finnish Freediving Open 2019","https://events.aidainternational.org/EventDetails-2329","Pool Competition","Espoonlahti Swimming Hall","Espoo, Finland","2019-04-20","2019-04-22","",""
"Sofia Freediving Cup 2019","https://events.aidainternational.org/EventDetails-2404","Pool Competition","Sbr "Zdrave" - Bankya","Sofia, Bulgaria","2019-04-20","2019-04-22","Registration Closed","EventRegistration-79"
"Jeddah Static Comp 03","https://events.aidainternational.org/EventDetails-2431","Pool Competition","Bahader Resort","Jeddah, Saudi Arabia","2019-04-20","2019-04-20","Registration Closed","EventRegistration-99"
"KOREA FREEDIVE CHALLENGE, April 2019","https://events.aidainternational.org/EventDetails-2398","Pool Competition","Sunchang Swimming Pool","Sunchang-Gun, Republic of Korea","2019-04-16","2019-04-16","Registration Closed","EventRegistration-105"
"AIDA Minsk Freediving Weekend (DYN+DYNB)","https://events.aidainternational.org/EventDetails-2375","Pool Competition","The Pool Of Physical Education University","Minsk, Belarus","2019-04-16","2019-04-16","",""
"Free2be Israeli National pool championship","https://events.aidainternational.org/EventDetails-2282","Pool Competition","Wingate Institue","Netanya, Israel","2019-04-15","2019-04-15","",""
"2nd. Walrus & Only Dive Stat Mini Comp","https://events.aidainternational.org/EventDetails-2410","Pool Competition","Only Dive","Lapu-Lapu City, Mactan Island, Philippines, Republic of Korea","2019-04-13","2019-04-14","",""
"Kingdom Pool Championship  Jeddah 2019","https://events.aidainternational.org/EventDetails-2376","Pool Competition","Prince Abdullah Stadium","Jeddah, Saudi Arabia","2019-04-12","2019-04-13","",""
"Dive One Freediving Competition","https://events.aidainternational.org/EventDetails-2406","Pool Competition","8 Village Villa","Pengtung County, Taiwan","2019-04-08","2019-04-08","",""
"Judge course Limassol 2019","https://events.aidainternational.org/EventDetails-2408","Judge Course","Limassol Judge Course","Limassol, Cyprus","2019-04-07","2019-04-08","",""
"ONEBREATH Spring Pool Games 2019","https://events.aidainternational.org/EventDetails-2389","Pool Competition","Alsos Veikou , Galatsi","Galatsi, Greece","2019-04-07","2019-04-07","",""
"2019 Frenzel freedving indoor competition","https://events.aidainternational.org/EventDetails-2386","Pool Competition","Sinseong Indoor Swimming Pool","Anyang-Si, Republic of Korea","2019-04-06","2019-04-07","Registration Closed","EventRegistration-90"
"Kyiv Freediving Minicomp 2019","https://events.aidainternational.org/EventDetails-2401","Pool Competition","Planeta Sport Swimming Pool","Kyiv, Ukraine","2019-04-06","2019-04-06","",""
"Blueocean Mini Comp","https://events.aidainternational.org/EventDetails-2405","Depth Competition","Blue Hole","Dahab, Egypt","2019-04-05","2019-04-06","",""
"2019 THeBREATHE Freediving Festival","https://events.aidainternational.org/EventDetails-2377","Pool Competition","Dongnam Spopia","Incheon, Republic of Korea","2019-03-31","2019-04-01","",""
"J mini competition","https://events.aidainternational.org/EventDetails-2393","Pool Competition","Jeongniphoegwan","Seoul, Republic of Korea","2019-03-31","2019-04-01","",""
"16ème Indoor de La Ciotat / Coupe AIDA France","https://events.aidainternational.org/EventDetails-2357","Pool Competition","Piscine Jean Boiteux","La Ciotat (13600), France","2019-03-31","2019-03-31","",""
"Swedish National Pool Championship 2019","https://events.aidainternational.org/EventDetails-2350","Pool Competition","Fyrishov","Uppsala, Sweden","2019-03-30","2019-04-01","",""
"AFA Pool Nationals 2019","https://events.aidainternational.org/EventDetails-2366","Pool Competition","Gold Coast Aquatic Centre","Gold Coast, Australia","2019-03-29","2019-03-31","",""
"Oceanoid Pool Freediving Challenge - DNF 2019","https://events.aidainternational.org/EventDetails-2378","Pool Competition","Ubc Aquatic Centre","Vancouver, Canada","2019-03-29","2019-03-29","",""
"The Attempt","https://events.aidainternational.org/EventDetails-2392","Pool Competition","Bahadur Resort","Jeddah, Saudi Arabia","2019-03-26","2019-03-26","",""
"Freediving Gold Coast Club Static Mini Competition","https://events.aidainternational.org/EventDetails-2340","Pool Competition","Gold Coast Aquatic Centre","Gold Coast, Australia","2019-03-24","2019-03-25","",""
"1st. Walrus & Only Dive Stat Mini Comp","https://events.aidainternational.org/EventDetails-2372","Pool Competition","Only Dive Resort","Lapu-Lapu City, Mactan Island, Philippines, Republic of Korea","2019-03-23","2019-03-24","",""
"Jeddah Static Competition Vol.02","https://events.aidainternational.org/EventDetails-2374","Pool Competition","Bahadur Resort","Jeddah, Saudi Arabia","2019-03-23","2019-03-24","Registration Closed","EventRegistration-67"
"Stat Mini Comp Seoul Series of March","https://events.aidainternational.org/EventDetails-2381","Pool Competition","Le Grand Blue","Seoul, Republic of Korea","2019-03-23","2019-03-23","",""
"Judge Course Seoul March","https://events.aidainternational.org/EventDetails-2380","Judge Course","Le Grand Blue","Seoul, Republic of Korea","2019-03-22","2019-03-24","",""
"March Challenge 2019","https://events.aidainternational.org/EventDetails-2388","Pool Competition","Valhallabadet","Gothenburg, Sweden","2019-03-20","2019-03-21","",""
"AIDA Tripoli Apnea Competition 2019","https://events.aidainternational.org/EventDetails-2482","Pool Competition","Public Pool Tripoli","Tripoli-Arcadia, Greece","2019-03-17","2019-03-17","Registration Closed","EventRegistration-158"
"Dive fair static 2019 Eriksberg","https://events.aidainternational.org/EventDetails-2383","Pool Competition","Eriksbergshallen","Gothenburg, Sweden","2019-03-16","2019-03-17","",""
"Freedivng indoor cup 2019 in Tateyama","https://events.aidainternational.org/EventDetails-2317","Pool Competition","Minato288-89","Chiba, Japan","2019-03-16","2019-03-17","",""
"Circuit des 4 Épreuves ApneaCity 2018-19: 3e Épreuve DYN","https://events.aidainternational.org/EventDetails-2338","Pool Competition","Cegep Du Vieux Montreal","Montreal, Canada","2019-03-16","2019-03-16","",""
"Freediving NZ Depth Nationals 2019","https://events.aidainternational.org/EventDetails-2373","Depth Competition","Lake Taupo (Motutere, Lake District)","Taupo , New Zealand","2019-03-14","2019-03-16","",""
"DahabApnea Mini Comp","https://events.aidainternational.org/EventDetails-2370","Depth Competition","Blue Hole","Dahab, Egypt","2019-03-13","2019-03-13","Registration Closed","EventRegistration-62"
"Bristol Blue 2019 - UK BFA National Pool Championships","https://events.aidainternational.org/EventDetails-2293","Pool Competition","Hengrove Park Leisure Centre","Bristol, United Kingdom","2019-03-09","2019-03-11","",""
"CEC Moscow Russian Championship","https://events.aidainternational.org/EventDetails-2195","Continuous Education Course","Russian National Pool Championship","Moscow, Russian Federation","2019-03-09","2019-03-11","",""
"Seanomad Mini Comp II","https://events.aidainternational.org/EventDetails-2368","Pool Competition","Sbr "Zdrave" - Bankya","Sofia, Bulgaria","2019-03-09","2019-03-09","",""
"South Australian Freedive Challenge 2019","https://events.aidainternational.org/EventDetails-2335","Pool Competition","Westminster/Marion Outdoor","Adelaide, Australia","2019-03-08","2019-03-11","",""
"Freedive Panglao Static Minicomp","https://events.aidainternational.org/EventDetails-2358","Pool Competition","Freedive Panglao","Panglao, Philippines","2019-03-07","2019-03-07","",""
"Cetus Open 2019","https://events.aidainternational.org/EventDetails-2364","Pool Competition","Leppävaara Swimming Hall","Espoo, Finland","2019-03-04","2019-03-04","",""
"Infinity Mini Comp 2019","https://events.aidainternational.org/EventDetails-2356","Depth Competition","Psarolimano Marina","Larnaca, Cyprus","2019-03-03","2019-03-03","Registration Closed","EventRegistration-65"
"Danish Championship 2019","https://events.aidainternational.org/EventDetails-2352","Pool Competition","Hjortespringbadet Og Herlevbadet","Herlev, Denmark","2019-03-02","2019-03-03","",""
"CROATIA OPEN CHAMPIONSHIP","https://events.aidainternational.org/EventDetails-2359","Pool Competition","Bazeni Kantrida","Rijeka, Croatia","2019-02-24","2019-02-25","",""
"Nizhny Novgorod Freediving Cup 2019","https://events.aidainternational.org/EventDetails-2360","Pool Competition","Pool Zarya; Fok Oka","Dzerzhinsk, Russian Federation","2019-02-23","2019-02-25","",""
"St. Petersburg Freediving Cup 2019","https://events.aidainternational.org/EventDetails-2331","Pool Competition","Fuchika","Saint Petersburg, Russian Federation","2019-02-23","2019-02-24","",""
"Nature UDF Freediving Challenge 2019","https://events.aidainternational.org/EventDetails-2344","Pool Competition","Yong Un International Swimming Pool","Daejeon, Republic of Korea","2019-02-17","2019-02-18","",""
"WHITE CHALLENGE 2019","https://events.aidainternational.org/EventDetails-2351","Pool Competition","Spok","Busan, Republic of Korea","2019-02-16","2019-02-18","",""
"The Fourth Urals and Siberia Open Freediving Championship","https://events.aidainternational.org/EventDetails-2341","Pool Competition","Dvvs (Дввс)","Pervouralsk, Russian Federation","2019-02-16","2019-02-17","",""
"OneFreedive City League, Taiwan Feb 2019","https://events.aidainternational.org/EventDetails-2328","Pool Competition","台北海洋科技大学士林小区游泳池","Taipei, China","2019-02-16","2019-02-16","",""
"21th TrueNorth FreeDiving Pool Official Recording","https://events.aidainternational.org/EventDetails-2291","Pool Competition","Inzai","Chiba, Japan","2019-02-10","2019-02-11","",""
"Jeddah Static Comp 01","https://events.aidainternational.org/EventDetails-2343","Pool Competition","Pearl Resort","Jeddah, Saudi Arabia","2019-02-10","2019-02-10","Registration Closed","EventRegistration-51"
"AIDA Denmark JUDGE course","https://events.aidainternational.org/EventDetails-2327","Judge Course","...","Copenhagen, Denmark","2019-02-01","2019-02-03","",""
"201901 Blue Cup Mini comp","https://events.aidainternational.org/EventDetails-2330","Pool Competition","Seongnam Sports Complex","Seongnam-Si, Republic of Korea","2019-01-31","2019-01-31","",""
"OneFreedive City League, Beijing Feb 2019","https://events.aidainternational.org/EventDetails-2333","Pool Competition","Jiamei Youyongguan","Beijing, China","2019-01-31","2019-01-31","",""
"Surabaya Apnea Competition 2019","https://events.aidainternational.org/EventDetails-2301","Pool Competition","Olympic Swimming Pool Politeknik Pelayaran Surabaya","Surabaya, Indonesia","2019-01-27","2019-01-27","",""
"ONEBREATH Winter Pool Games 2019","https://events.aidainternational.org/EventDetails-2305","Pool Competition","Okeanos Sports Center","Pallini , Greece","2019-01-27","2019-01-27","",""
"No Bubbles","https://events.aidainternational.org/EventDetails-2315","Pool Competition","Solrød Svømmehal","Solrød, Denmark","2019-01-26","2019-01-27","",""
"APN FREEDIVING COMPETITION 2019","https://events.aidainternational.org/EventDetails-2319","Pool Competition","기쁜우리복지관,체육센터","Seoul, Republic of Korea","2019-01-26","2019-01-27","",""
"Private Mini STA","https://events.aidainternational.org/EventDetails-2314","Pool Competition","Nakheel","Jeddah, Saudi Arabia","2019-01-20","2019-01-20","",""
"OneFreedive City League, Shanghai Jan 2019","https://events.aidainternational.org/EventDetails-2309","Pool Competition","Shanghai Sijiyuan Swimming Club","Shanghai, China","2019-01-19","2019-01-20","",""
"Freedive Munich Club competition","https://events.aidainternational.org/EventDetails-2304","Pool Competition","Berufliche Oberschule","Munich, Germany","2019-01-19","2019-01-20","",""
"Stat Comp Mactan","https://events.aidainternational.org/EventDetails-2298","Pool Competition","Freedive 101","Cebu, Philippines","2019-01-18","2019-01-19","",""
"Weirdo Pool Competition","https://events.aidainternational.org/EventDetails-2312","Pool Competition","Deep Soul","Liuchiu Island, Taiwan","2019-01-18","2019-01-18","",""
"Judge Course Cebu","https://events.aidainternational.org/EventDetails-2296","Judge Course","Freedive 101","Cebu, Philippines","2019-01-15","2019-01-18","",""
"AIDA OneFreedive City League, Dalian Jan 2019","https://events.aidainternational.org/EventDetails-2452","Pool Competition","深蓝（大连）潜水游泳俱乐部","Dalian, China","2019-01-12","2019-01-12","Registration Closed","EventRegistration-132"
"Judges course Update according new rules included bifins","https://events.aidainternational.org/EventDetails-2466","Continuous Education Course","Update Curso De Juiz","Florianópolis, Brazil","2019-01-06","2019-01-07","",""
"Weirdo Freediving Judge Course","https://events.aidainternational.org/EventDetails-2257","Judge Course","Weirdo Freediving","Xiao Liu Chiu Island, Taiwan","2019-01-01","2019-01-05","",""
"Mini Competition Shenzhen","https://events.aidainternational.org/EventDetails-2269","Pool Competition","Shenzhen","Shenzhen, China","2018-12-16","2018-12-17","",""
"20th TrueNorth FreeDiving Pool Official Recording","https://events.aidainternational.org/EventDetails-2203","Pool Competition","Seven Swimming Club Makinohara","Chiba, Japan","2018-12-16","2018-12-16","",""
"UDF Mini Competition 2018","https://events.aidainternational.org/EventDetails-2278","Pool Competition","Seongnam Sports Complex","Seongnam-Si, Gyeonggi-Do, Republic of Korea","2018-12-15","2018-12-16","",""
"VII World Class Open 2018","https://events.aidainternational.org/EventDetails-2131","Pool Competition","World Class Tverskaya","Moscow, Russian Federation","2018-12-15","2018-12-16","",""
"Brisbane Bullsharks Competition 2018","https://events.aidainternational.org/EventDetails-2281","Pool Competition","Somerville House","Brisbane, Australia","2018-12-15","2018-12-16","",""
"Coupe du NUC","https://events.aidainternational.org/EventDetails-2247","Pool Competition","Piscine Fielding","Nice, France","2018-12-15","2018-12-16","",""
"II Cozumel Freediving Challenge Indoors 2018","https://events.aidainternational.org/EventDetails-2261","Pool Competition","Municipal Pool Unidad Independencia","Cozumel, Mexico","2018-12-15","2018-12-16","",""
"KOREA FREEDIVE CHALLENGE","https://events.aidainternational.org/EventDetails-2277","Pool Competition","Jeonju Wansan Swimming Pool","Jeonju, Republic of Korea","2018-12-15","2018-12-15","",""
"Judge Course Shenzhen","https://events.aidainternational.org/EventDetails-2267","Judge Course","Shenzhen","Shenzhen, China","2018-12-13","2018-12-14","",""
"Stat Mini Comp Beijing","https://events.aidainternational.org/EventDetails-2268","Pool Competition","Beijing","Beijing, China","2018-12-09","2018-12-09","",""
"Freediving indoor cup in Suzuka 2018","https://events.aidainternational.org/EventDetails-2208","Pool Competition","Sports No More Suzuka","Mie, Japan","2018-12-09","2018-12-09","",""
"Bryansk Open Club Competition","https://events.aidainternational.org/EventDetails-2264","Pool Competition","Dosaaf Pool","Bryansk, Russian Federation","2018-12-08","2018-12-10","",""
"First Irkuts regional freediving tournament "Baikal Free"","https://events.aidainternational.org/EventDetails-2276","Pool Competition","Solnechniy Pool","Irkutsk, Russian Federation","2018-12-08","2018-12-09","",""
"Oceanoid Dynamic Freediving Challenge - 2018","https://events.aidainternational.org/EventDetails-2194","Pool Competition","Ubc Aquatic Centre","Vancouver, Canada","2018-12-08","2018-12-08","Registration Closed","EventRegistration-29"
"Judge Course Beijing","https://events.aidainternational.org/EventDetails-2266","Judge Course","Beijing","Beijing, China","2018-12-07","2018-12-09","",""
"Judge Course in Rybnik POLAND","https://events.aidainternational.org/EventDetails-2262","Judge Course","Akwarium Pool In Boguszowice","Rybnik, Poland","2018-12-07","2018-12-08","",""
"Dynamic December","https://events.aidainternational.org/EventDetails-2220","Pool Competition","Westminster School","Adelaide, Australia","2018-12-07","2018-12-07","",""
"LSDK Linköping Dark December Pool Challenge","https://events.aidainternational.org/EventDetails-2265","Pool Competition","Medley Linköpings Simhall","Linköping, Sweden","2018-12-02","2018-12-03","",""
"2018 Only depth challenge","https://events.aidainternational.org/EventDetails-2253","Depth Competition","Cebu, Only Dive Resort","Lapu-Lapu City, Philippines","2018-12-01","2018-12-02","",""
"Circuit des 4 Épreuves ApneaCity 2018-19: 1e Épreuve Apnée Statique","https://events.aidainternational.org/EventDetails-2258","Pool Competition","Cegep Du Vieux Montréal","Montreal, Canada","2018-12-01","2018-12-01","",""
"Seanomad Mini Comp I","https://events.aidainternational.org/EventDetails-2271","Pool Competition","Sbr "Zdrave"","Sofia, Bulgaria","2018-12-01","2018-12-01","",""
"201811 Blue Cup Mini comp STA","https://events.aidainternational.org/EventDetails-2275","Pool Competition","Sungnam Sprots Complex","Seongnam-Si, Republic of Korea","2018-11-30","2018-11-30","",""
"Blue Element Judge course","https://events.aidainternational.org/EventDetails-2251","Judge Course","Blue Element Depth Comp","Suffrere, Dominica","2018-11-20","2018-11-21","",""
"Victorian Team Challenge","https://events.aidainternational.org/EventDetails-2246","Pool Competition","Wesley College Pool","Melbourne, Australia","2018-11-17","2018-11-18","",""
"Dahab Apnea","https://events.aidainternational.org/EventDetails-2260","Depth Competition","Blue Hole","Dahab, Egypt","2018-11-12","2018-11-16","",""
"Attack-25ｍ＠shishihama","https://events.aidainternational.org/EventDetails-2231","Depth Competition","Shishihama","Shizuoka, Japan","2018-11-11","2018-11-11","",""
"FREEDIVING ATLANTIC CUP 2018","https://events.aidainternational.org/EventDetails-2216","Depth Competition","Apnea Canarias, Freediving Center","Radazul (Tenerife), Spain","2018-11-10","2018-11-12","",""
"FreeDiving MiniComp Brno","https://events.aidainternational.org/EventDetails-2196","Pool Competition","Kravi Hora, Brno, Czech Republic","Brno, Czech Republic","2018-11-10","2018-11-10","",""
"Mini competition Blue Hole","https://events.aidainternational.org/EventDetails-2252","Mixed Competition","Blue Hole","Dahab, Egypt","2018-11-05","2018-11-07","",""
"Sabang International Freediving Competition 2018","https://events.aidainternational.org/EventDetails-2202","Depth Competition","Mata Ie Resort","Sabang, Indonesia","2018-11-03","2018-11-04","",""
"Authentic Big Blue Judge Course","https://events.aidainternational.org/EventDetails-2249","Judge Course","Loza, Chora","Amorgos, Greece","2018-10-31","2018-11-01","",""
"Oceanquest Curaçao","https://events.aidainternational.org/EventDetails-2225","Depth Competition","",",","2018-10-29","2018-11-04","",""
"OneFreedive City League, Beijing Oct 2018","https://events.aidainternational.org/EventDetails-2239","Pool Competition","Jianguomen Sikaitaisi Fitness Center","Beijing, China","2018-10-28","2018-10-28","",""
"Bristol Blue Team Competition","https://events.aidainternational.org/EventDetails-2226","Pool Competition","Henbury Leisure Centre","Bristol, United Kingdom","2018-10-27","2018-10-27","",""
"Oceanoid Static Freediving Challenge - 2018","https://events.aidainternational.org/EventDetails-2193","Pool Competition","Ubc Aquatic Centre","Vancouver, Canada","2018-10-26","2018-10-26","",""
"Fujairah Freediving Competition","https://events.aidainternational.org/EventDetails-2217","Depth Competition","Fujairah Freediving Competition","Fujerah, United Arab Emirates","2018-10-25","2018-10-26","",""
"AFA Depth Nationals 2018","https://events.aidainternational.org/EventDetails-2229","Depth Competition","Apnea Bali","Tulamben Bali, Indonesia","2018-10-22","2018-10-24","",""
"Kingdom Depth Competition 2018","https://events.aidainternational.org/EventDetails-2238","Depth Competition","Fal Resort","Jeddah, Saudi Arabia","2018-10-21","2018-10-22","",""
"Échale AGUA Freediving Challenge 2018","https://events.aidainternational.org/EventDetails-2242","Pool Competition","Piscina Olímpica De Albrook","Panama City, Panama","2018-10-20","2018-10-21","",""
"Odessa Static Night","https://events.aidainternational.org/EventDetails-2244","Pool Competition","Sport Academy","Odessa, Ukraine","2018-10-20","2018-10-21","",""
"Infinity Depth Games 4   |  14-21 October 2018","https://events.aidainternational.org/EventDetails-2103","Depth Competition","Psarolimano Marina","Larnaca, Cyprus","2018-10-14","2018-10-21","",""
"Hong Kong Freediving Competition 2018","https://events.aidainternational.org/EventDetails-2211","Pool Competition","King George V School  Outdoor Swimming Pool","Hong Kong, Hong Kong","2018-10-14","2018-10-15","",""
"AIDA Cyprus Depth Games 2018.","https://events.aidainternational.org/EventDetails-2100","Depth Competition","Dasoudi Beach Limassol","Limassol, Cyprus","2018-10-14","2018-10-14","",""
"Zanka Open","https://events.aidainternational.org/EventDetails-2234","Pool Competition","Alberca Olímpica Unidad Deportiva Zihuatanejo","Zihuatanejo, Guerrero , Mexico","2018-10-13","2018-10-14","",""
"Korea Cup Pool Competition","https://events.aidainternational.org/EventDetails-2192","Pool Competition","Spok","Busan, Republic of Korea","2018-10-13","2018-10-13","",""
"ID: Apnea Competition 2018","https://events.aidainternational.org/EventDetails-2210","Pool Competition","Sekolah Pelita Harapan At Lippo Village","Tangerang, Indonesia","2018-10-12","2018-10-15","",""
"Open Isurus & Apnea Balear 2018","https://events.aidainternational.org/EventDetails-2237","Depth Competition","Calle Magalhaes 8","Palma De Mallorca, Spain","2018-10-12","2018-10-13","",""
"Korea JUDGE course (2018-6)","https://events.aidainternational.org/EventDetails-2174","Judge Course","Pim Street","Busan, Republic of Korea","2018-10-11","2018-10-13","",""
"Vostok Europe Cup","https://events.aidainternational.org/EventDetails-2236","Depth Competition","Freediving Club Greece","Kalamata, Greece","2018-10-10","2018-10-14","",""
"Mini Comp STA DYN Zeist","https://events.aidainternational.org/EventDetails-2218","Pool Competition","Zwembad Dijnselburg","Zeist, Netherlands","2018-10-10","2018-10-11","",""
"Jakarta Judge Course","https://events.aidainternational.org/EventDetails-2235","Judge Course","U Residence Karawaci - Apartment Supermall Karawaci","Jakarta, Indonesia","2018-10-09","2018-10-11","",""
"Korea Stat Mini Comp","https://events.aidainternational.org/EventDetails-2224","Pool Competition","Seoul","Seoul, Republic of Korea","2018-10-07","2018-10-08","",""
"BlueArch CUP 2018 in HachijoIsland","https://events.aidainternational.org/EventDetails-2204","Pool Competition","Hachijo View Hotel","Tokyo, Japan","2018-10-07","2018-10-08","",""
"Rhein-Main-Cup","https://events.aidainternational.org/EventDetails-2132","Pool Competition","Wiesbaden","65197 Wiesbaden , Germany","2018-10-06","2018-10-06","",""
"Judge Course Korea","https://events.aidainternational.org/EventDetails-2222","Judge Course","Seoul","Seoul, Republic of Korea","2018-10-05","2018-10-08","",""
"Korea Cup 2018 Depth Competition","https://events.aidainternational.org/EventDetails-2191","Depth Competition","Dper Freedive, Jeju Island, S. Korea.","Seogwipo, Republic of Korea","2018-10-02","2018-10-03","",""
"OneFreedive City League, Guangzhou Sep 2018","https://events.aidainternational.org/EventDetails-2212","Pool Competition","Zhonghaikangcheng Youyongchi","Guangzhou, China","2018-09-23","2018-09-23","",""
"ApneaAcademyAsia Freediving Cup 2018 in Shimoda","https://events.aidainternational.org/EventDetails-2205","Mixed Competition","Shimoda Port, Shikine Koen Pool","Shizuoka, Japan","2018-09-22","2018-09-25","",""
"Saltfree Double Dip 2018","https://events.aidainternational.org/EventDetails-2200","Depth Competition","Saltfree Divers","Chepstow, United Kingdom","2018-09-22","2018-09-24","Registration Closed","EventRegistration-5"
"Minsk Freediving Weekend (STA)","https://events.aidainternational.org/EventDetails-2199","Pool Competition","The House Of Rowing","Minsk, Belarus","2018-09-22","2018-09-22","",""
"Moalboal Pool Competition Sept","https://events.aidainternational.org/EventDetails-2223","Pool Competition","Freediving Planet","Cebu, Philippines","2018-09-22","2018-09-22","",""
"Singapore Judge Course","https://events.aidainternational.org/EventDetails-2219","Judge Course","Cyan","Singapore, Singapore","2018-09-20","2018-09-21","",""
"Dahab JUDGE-course (2018-7)","https://events.aidainternational.org/EventDetails-2175","Judge Course","Immersion","Dahab, Egypt","2018-09-18","2018-09-20","",""
"OneFreedive City League, Hangzhou Aug 2018","https://events.aidainternational.org/EventDetails-2188","Pool Competition","Xiaoshan Sport Center Natatorium","Hangzhou, China","2018-09-16","2018-09-16","",""
"Freedive Panglao Japanese Cup 2018","https://events.aidainternational.org/EventDetails-2155","Depth Competition","Freedive Panglao","Panglao, Philippines","2018-09-15","2018-09-16","",""
"OneFreedive City League, Kunming Aug 2018","https://events.aidainternational.org/EventDetails-2189","Pool Competition","Yunnan Shifan University Natatorium","Yunnan, China","2018-09-15","2018-09-15","",""
"RAONARA 1st Indoor mini Competition","https://events.aidainternational.org/EventDetails-2201","Pool Competition","Yongmoon Pool","Gyeonggi-Do, Republic of Korea","2018-09-15","2018-09-15","",""
"Dahab judge course (2016-2018)","https://events.aidainternational.org/EventDetails-2215","Judge Course","Immersion","Dahab, Egypt","2018-09-14","2018-09-17","",""
"Freediving NZ Pool Nationals 2018","https://events.aidainternational.org/EventDetails-2152","Pool Competition","Alpine Aqualand","Queenstown, New Zealand","2018-09-14","2018-09-17","",""
"Continuing Education for Judges","https://events.aidainternational.org/EventDetails-2214","Continuous Education Course","Coalfire,Queenstown","Queenstown, New Zealand","2018-09-14","2018-09-15","",""
"DAHAB Judge course (2018-8)","https://events.aidainternational.org/EventDetails-2206","Judge Course","Immersion","Dahab, Egypt","2018-09-11","2018-09-14","",""
"Fun Freediving Competition. Kyiv 2018","https://events.aidainternational.org/EventDetails-2241","Depth Competition","Sokolovsky Quary","Kyiv (Zhitomyr), Ukraine","2018-09-08","2018-09-09","",""
"UDF Korea Freediving Championship 2018","https://events.aidainternational.org/EventDetails-2198","Pool Competition","Gibbunsports","Seoul, Republic of Korea","2018-09-08","2018-09-08","",""
"AIDA Hellas, Summer Apnea Games 2018","https://events.aidainternational.org/EventDetails-2181","Depth Competition","Messinia","Kalamata, Greece","2018-09-01","2018-09-02","",""
"Circuit des 4 Épreuves ApneaCity: 4e Épreuve En Profondeur","https://events.aidainternational.org/EventDetails-2139","Depth Competition","Flintkote Quarry","Thetford Mines, Canada","2018-09-01","2018-09-02","",""
"Kaiolohīa Static Apnea Competition","https://events.aidainternational.org/EventDetails-2332","Pool Competition","Private Pool","Kailua-Kona, United States","2018-09-01","2018-09-02","",""
"Free2b Depth minicomp","https://events.aidainternational.org/EventDetails-2143","Depth Competition","Eilat, Southern Beach","Eilat, Israel","2018-08-31","2018-09-01","",""
"Olmeca Judge course","https://events.aidainternational.org/EventDetails-2187","Judge Course","Pan Am Pool","Vera Cruz , Mexico","2018-08-31","2018-09-01","",""
"2018 OneFreedive Beijing Summer Pool Competition","https://events.aidainternational.org/EventDetails-1960","Pool Competition","Zhong Guan Cun","Beijing, China","2018-08-25","2018-08-26","",""
"Swiss Championship Lake 2018","https://events.aidainternational.org/EventDetails-2043","Depth Competition","",",","2018-08-25","2018-08-26","",""
"Kraken kupp","https://events.aidainternational.org/EventDetails-2183","Depth Competition","Kraken Kupp","Lysekil, Sweden","2018-08-25","2018-08-26","",""
"Aqualibrium Summer Static Evening 2018","https://events.aidainternational.org/EventDetails-2130","Pool Competition","World Class Tverskaya","Moscow, Russian Federation","2018-08-25","2018-08-25","",""
"Olmeca Open 2018","https://events.aidainternational.org/EventDetails-2141","Pool Competition","Alberca Olímpica Leyes De Reforma","Veracruz, México , Mexico","2018-08-24","2018-08-26","",""
"2018 SuperHOME Depth Chanlleng","https://events.aidainternational.org/EventDetails-2091","Depth Competition","Doljo Beach","Bohol, Philippines","2018-08-23","2018-08-24","",""
"XI Głębokościowe Mistrzostwa Polski we Freedivingu","https://events.aidainternational.org/EventDetails-2209","Depth Competition","Jezioro Hańcza (Hańcza Lake)","Wiżajny, Poland","2018-08-22","2018-08-24","",""
"Asikkala Depth Challenge 2018","https://events.aidainternational.org/EventDetails-2190","Depth Competition","Kinisselkä","Asikkala, Finland","2018-08-19","2018-08-19","",""
"Howe Deep? 2 Days in the Sound. Oceanoid Depth Freediving Challenge","https://events.aidainternational.org/EventDetails-2166","Depth Competition","Howe Sound","Vancouver, Canada","2018-08-18","2018-08-20","",""
"Freediving 815 (K-well festival)","https://events.aidainternational.org/EventDetails-2180","Team Competition","Divers Paradise","Tongyeong-Si,, Republic of Korea","2018-08-15","2018-08-20","",""
"STAT mini comp Beijing","https://events.aidainternational.org/EventDetails-2173","Pool Competition","Beijing","Beijing, China","2018-08-12","2018-08-13","",""
"Dahab Apnea 2","https://events.aidainternational.org/EventDetails-2178","Mixed Competition","Canyou","Dahab, Egypt","2018-08-12","2018-08-13","",""
"AIDA Judge Course Beijing","https://events.aidainternational.org/EventDetails-2172","Judge Course","Beijing","Beijing, China","2018-08-09","2018-08-12","",""
"Stat mini Comp Shanghai","https://events.aidainternational.org/EventDetails-2171","Pool Competition","Shanghai","Shanghai, China","2018-08-05","2018-08-06","",""
"Azores Judge Course 2018","https://events.aidainternational.org/EventDetails-2164","Judge Course","São Miguel Island, Portugal","Ribeira Grande, Portugal","2018-08-03","2018-08-06","",""
"Azores Freediving Open 2018","https://events.aidainternational.org/EventDetails-2160","Depth Competition","Clube Naval De Rabo De Peixe","Ribeira Grande, São Miguel Island, Portugal","2018-08-03","2018-08-06","",""
"Shanghai Judge Course","https://events.aidainternational.org/EventDetails-2163","Judge Course","Shanghai","Shanghai, China","2018-08-02","2018-08-04","",""
"STAT mini comp Guangzhou","https://events.aidainternational.org/EventDetails-2169","Pool Competition","Guangzhou","Guangzhou, China","2018-08-01","2018-08-01","",""
